volume,headword,dojg_entry_id,decision,canonical,relationship,summary
Intermediate,よう (1),e08420182236c79c4c3d48733628a514664be3a744d329abcc9e66209d614a5c,create_new_canonical_candidate,,primary,A noun forming suffix which means a way (of doing something).
Intermediate,よう (2),3f2ef9250d82c00d1d5d88a99950b58a967a180cd8fdf8d8f15fecf291e2d827,create_new_canonical_candidate,,primary,An auxiliary verb that expresses the writer's conjecture about some potentiality or his certainty about a given state of affairs.
Intermediate,より,691b24afe2f7a1d98e6b4023983d689cfec6ca665adaab939f577d99ac7afbc2,create_new_canonical_candidate,,primary,An adverb which forms the comparative of an adjective or an adverb to mean 'more ~ than now or than otherwise'.
Intermediate,ろくに~ない,22b90a65d994b483708e6eb54bdd7ac6ce6281c94ba51a84a4c7f9025dc60890,create_new_canonical_candidate,,primary,A structure that is used to indicate that something animate does not or cannot do something satisfactorily/sufficiently/properly.
Intermediate,わけがない,b28e9acaf4f40582649d41cce7f6c765cacf62129430419338ab823a99251da2,create_new_canonical_candidate,,primary,"A phrase which negates the existence of a reason to believe that someone does something or is in some state, or that something takes place; or which negates a possibility of someone's doing something or being in some state, or something's taking place."
Intermediate,わけにはいかない,6b952cde4d14fe9ec0bf9de57bf5dd80dc917d61b73657f3f4d684e43c359f7e,create_new_canonical_candidate,,primary,A phrase which is used to indicate that one cannot do something due to an external circumstance.
Intermediate,をはじめ（として）,620aa967665a626c1295a5678ab5be656d80df454fa738d0634f903e500a0c0e,create_new_canonical_candidate,,primary,A phrase that is used to give a primary example.
Intermediate,を通して,b3cbdc377a6131dad61741fe50c7e898ebe98a669e857862f7e5dea04e8cc167,create_new_canonical_candidate,,primary,A compound particle that is used to indicate a medium through which something is done or time through which something takes place.
Intermediate,一方で（は） ~ 他方で（は）,81a445c5bfc14738376e31aacae03d807b20bc964ea992aa65a680cd22155fd3,create_new_canonical_candidate,,primary,"A structure used to describe two concurring, contrastive actions/states of someone or something."
Intermediate,上,6872ed9a6fb0bc85003e0d2138bdf076608ae0eac0ab9557959fc0ec82b95ccd,create_new_canonical_candidate,,primary,"A suffix which indicates the idea of ""from the viewpoint of,"" ""for the sake of,"" ""for the reason,"" or ""in terms of""."
Intermediate,上（に）,cc734dd6b8be13ef2a3f2620bb18f242a05f34ef6b025157c4c8f2980b980b75,create_new_canonical_candidate,,primary,"A conjunction which introduces an additional, emphatic statement."
Intermediate,以上（は）,9cfc6295a22134c4652806fb589f810f4d5f28d84cbfad2c6cbe6b7378aaa9d5,create_new_canonical_candidate,,primary,A conjunction indicating the speaker/writer's feeling that there should be a very strong logical/natural connection between wht precedes the conjunction and what follows it.
Intermediate,以外,51793d3f5a74562be97f1dee3ccac484c6e7c678cffc0427c1049f8835330516,create_new_canonical_candidate,,primary,"A dependent noun which means ""something/someone other than""."
Intermediate,何しろ,b972fe30ea0d37238aa6d5cca3f2dbad62665b13269107ab03002baae1e5a3ab,create_new_canonical_candidate,,primary,An adverb that indicates the speaker's emotive feeling about some extreme state of affairs.
Intermediate,何でも,f4f4b75c70af016bdcc334737d65120e551b9bb3f936f381f746702c36b7f5b5,create_new_canonical_candidate,,primary,A phrase that indicates the speaker's uncertainty about something.
Intermediate,例の,5e121152f163b9f734b746329c4fe789849c28fae8002f0d788fc8b4fdb2e855,create_new_canonical_candidate,,primary,A phrase which signals that the referent of the following noun phrase is definite and that the speaker expects the hearer to understand what the referent is.
Intermediate,分,0f812c807a5e3fc8daddf921f0ab377d2888f0f37ad12210bdd47f04fae06220,create_new_canonical_candidate,,primary,A suffix which indicates the amount of something.
Intermediate,得る　（うる・える）,2415a11836f14b3e3765dcd0edc5949da7c065a52911c7eac341cac69cd9f1c8,create_new_canonical_candidate,,primary,An auxiliary verb that expresses possibility.
Intermediate,必ずしも,f2de40f0c199c600c60568a0c8047cd8f8a455d6fbc803c0a6f34fea5905fc82,create_new_canonical_candidate,,primary,An adverb that indicates that the proposition expressed in the sentence is not always true.
Intermediate,思われる,53243c66ca6aa5292441072a53d5e5b6e33e7cce8d9d4f9cfea16448740097c4,create_new_canonical_candidate,,primary,A verb that indicates what the speaker/writer feels spontaneously or his/her hesitation about asserting himself/herself.
Intermediate,方をする,8f02391f68c36c27c4274d259037a577f97b45fa54063241cc76a521b672598e,create_new_canonical_candidate,,primary,A phrase to indicate a manner of doing something.
Intermediate,来,a2a2b66355093432bbb1dfb61eacc4bf94506ba0fbf3dff7815b76edf2ac6b21,create_new_canonical_candidate,,primary,During a certain amount of time (something has continued up until the moment of speech or something has never been like the current state).
Intermediate,次第,e1cf79a0d61dd9701cd764045cdff4f9bb5bbd482a5a2a22f7517bc814e554fb,create_new_canonical_candidate,,primary,A conjunction/noun to express that an action indicated by a preceding verb or an action implied by a preceding noun is a prerequisite for another action.
Intermediate,点（で）,3feb2ada69c1db554a6c8cd39d89032e779288fcb71d5347228409c85cfdb69b,create_new_canonical_candidate,,primary,"A noun which expresses the idea of ""a point of argument; a point of evaluation; a point of view""."
Intermediate,目,afa58cc4ec82757adfcc0a061ede19e312bec9d0e771a13951e1b30a7325461f,create_new_canonical_candidate,,primary,A suffix which represents an ordinal number.
Intermediate,確かに~が,26c4cee4ac3d0eccb6424edf5fe5ef85bbac32d6830b8f303f3a9c3849677abd,create_new_canonical_candidate,,primary,"A structure which expresses the idea ""indeed ~ but""."
Intermediate,結果,9c0d40d4ea91e49cd3238f029143a3f5a9d7ee0c6047a6cfd4faa406636e2f06,create_new_canonical_candidate,,primary,"A noun which expresses the idea ""as a result of""."
Intermediate,結構,ddb0eec9965e7e5b1faef7d1282efa9877e60b503e09e1c4ab437f2546d022e7,create_new_canonical_candidate,,primary,An adverb that indicates that something exceeds the speaker's and/or hearer's expectation to a considerable degree.
Intermediate,逆に,4045d77f022955d4115bc861393bff5897bc75d08598cbf5954f77de4358e824,create_new_canonical_candidate,,primary,"An adverb to introduce an event which takes place contrary to one's expectation/intention, or an action or event which is converse to that stated in the preceding sentence or clause."
Intermediate,途端（に）,9537121cc4e7ed25e41ce96e55e05a704c3a47d8e366b2bea15ad928d5909e57,create_new_canonical_candidate,,primary,A noun/adverb which expresses the idea that 'something occurred the moment someone did something or something took place'.
Intermediate,通り（に）,f1a063c393efc2b2468dcc87e1debaa52efd15249dd9ef5d73e92017e61ad02d,create_new_canonical_candidate,,primary,A dependent noun which expresses the idea that someone does something or something takes place in the same way as something else.
Intermediate,限り,59a2b56ca95eefe035eaa4cfd8cfb49cb751c9c90ed86aabc03ef03b0b59a26b,create_new_canonical_candidate,,primary,"A conjunction which expresses the idea ""as long as (a certain condition is met)"" or ""as long as (= to the extent)""."
Intermediate,限り (2),e121a7b2d62fd1c11ea6aae26aae9977195e3d41f3a53e3d43e5d2d2eefada5a,create_new_canonical_candidate,,primary,"A suffix which expresses the idea of ""(last) only until"" or ""limited""."
Intermediate,際（に）,c0ec957ba2a2f95de9cb7961a9af915d7a2d556bdbd23756d372a0cd207627f1,create_new_canonical_candidate,,primary,On the special occasion of/when.
Intermediate,面,b6b19fa3fb39eb16cbb844c5393ba65eb6809385b683b0f76f6a28137b17e2b5,create_new_canonical_candidate,,primary,"A suffix which forms a compound that means a side of X, or an aspect of X."
Intermediate,風に,e66f20ba031cbd5ab0eae965247e6c01eefda1b73cde2da8bc4b858fd9df303f,create_new_canonical_candidate,,primary,With an appearance/style/tone/manner of ~.
Advanced,だけ,28e6a5ba853b7e89a51e94f6110fad798e44f2bf9123dcef3f6f110e8124cb1a,link_existing,〜だけ,expanded,A particle meaning “to the extent that someone (can/wants to) do something or something can happen”.
Basic,くらい,1e2366bb59fd78a3371c546c6b74823bc3589ffca9f8fef3d3ef738af3848206,link_existing,〜くらい,primary,Approximate quantity or extent.
Basic,ことになる,66b7041ee76e0578dde33d8ba94acda28fb3dbb10cdd48e938c90d01618836ec,link_existing,〜ことになる,primary,"An event takes place as if spontaneously, irrespective of the speaker's volition."
Basic,だけ,ae49bf94b657ba8f7eaf4fd4706f960512f27beb20185c5e533d155906ef2788,link_existing,〜だけ,primary,A particle which expresses a limit imposed upon something that is growing and expanding.
Basic,ほど,202e7967ae292c9056e4f073743a313756d67289818f3017385ae6790e54b632,link_existing,〜ほど,primary,A particle which indicates an extent or a degree to which someone/something does something or is in some state.
Basic,わけだ,7b07a815f3f9bb90fbd21c7fb79a95932fe0fc7fd8ed654efcebdec445f9126f,link_existing,〜わけだ,primary,"The speaker's conclusion obtained through deductive, logical judgment or calculation on the basis of what he has heard or read."
Basic,間・あいだ(に),cbdf52127fed41f5e28fec4f08c1fed4336145d31aa0c227f0c54db483fa3004,link_existing,〜間,primary,The space between two temporal or physical points.
Basic,間・あいだ(に),cbdf52127fed41f5e28fec4f08c1fed4336145d31aa0c227f0c54db483fa3004,link_existing,〜間に,primary,The space between two temporal or physical points.
Intermediate,~ば~ほど,9ee00e06a4790f0c527997a905be78a197fa4aec91799d59d12a18316339fea8,create_new_canonical,〜ば〜ほど,primary,A structure indicating that something happens in proportion to the increase of extent/degree of action or state.
Intermediate,くらい,d02d2ddd2a53b74032bfa26428db097054aed240f824d9c81b40d645d32e9045,link_existing,〜くらい,expanded,A particle which is used to express the degree of a state.
Intermediate,ことになる,9ffb1d84ca5ccb001dacebd4b86d63d8c5d55f8d552cf9b1186c395e37933561,link_existing,〜ことになる,expanded,A phrase which indicates that an action or event leads to a certain situation or logical conclusion.
Intermediate,ほど,af9d9aa26f7df314003dfeffcf6e44e794f8b87b8ab73e88abd97ba76d4acbc7,link_existing,〜ほど,expanded,A particle which indicates the extent or the degree to which someone/something does something or is in some state.
Intermediate,わけだ,034f6f1e96909880b5b5920941eb230293fdf190a59b720b7c0ab42f9ef31b87,link_existing,〜わけだ,expanded,"A phrase which presents a fact or truth known to the hearer as an introduction to a following statement, or which gives emphasis to a fact or truth which the hearer might not know."
